Time: 2023-12-04 14:05:26, Drone ID: 1, Battery Level: 49%
Time: 2023-12-04 16:05:29, Drone ID: 2, Battery Level: 39%
Time: 2023-12-04 16:05:29, Drone ID: 3, Battery Level: 94%
Time: 2023-12-04 16:05:29, Drone ID: 4, Battery Level: 79%
Time: 2023-12-04 16:05:29, Drone ID: 5, Battery Level: 41%
Time: 2023-12-04 16:05:29, Drone ID: 6, Battery Level: 54%
Time: 2023-12-04 16:05:29, Drone ID: 7, Battery Level: 46%
Time: 2023-12-04 16:05:29, Drone ID: 8, Battery Level: 75%
Time: 2023-12-04 16:05:29, Drone ID: 9, Battery Level: 68%
Time: 2023-12-04 16:05:29, Drone ID: 10, Battery Level: 52%
Time: 2023-12-04 16:06:29, Drone ID: 1, Battery Level: 95%
Time: 2023-12-04 16:06:29, Drone ID: 2, Battery Level: 39%
Time: 2023-12-04 16:06:29, Drone ID: 3, Battery Level: 94%
Time: 2023-12-04 16:06:29, Drone ID: 4, Battery Level: 79%
Time: 2023-12-04 16:06:29, Drone ID: 5, Battery Level: 41%
Time: 2023-12-04 16:06:29, Drone ID: 6, Battery Level: 54%
Time: 2023-12-04 16:06:29, Drone ID: 7, Battery Level: 46%
Time: 2023-12-04 16:06:29, Drone ID: 8, Battery Level: 75%
Time: 2023-12-04 16:06:29, Drone ID: 9, Battery Level: 68%
Time: 2023-12-04 16:06:29, Drone ID: 10, Battery Level: 52%
Time: 2023-12-04 16:07:29, Drone ID: 1, Battery Level: 95%
Time: 2023-12-04 16:07:29, Drone ID: 2, Battery Level: 39%
Time: 2023-12-04 16:07:29, Drone ID: 3, Battery Level: 94%
Time: 2023-12-04 16:07:29, Drone ID: 4, Battery Level: 79%
Time: 2023-12-04 16:07:29, Drone ID: 5, Battery Level: 41%
Time: 2023-12-04 16:07:29, Drone ID: 6, Battery Level: 54%
Time: 2023-12-04 16:07:29, Drone ID: 7, Battery Level: 46%
Time: 2023-12-04 16:07:29, Drone ID: 8, Battery Level: 75%
Time: 2023-12-04 16:07:29, Drone ID: 9, Battery Level: 68%
Time: 2023-12-04 16:07:29, Drone ID: 10, Battery Level: 52%
Time: 2023-12-04 16:08:29, Drone ID: 1, Battery Level: 95%
Time: 2023-12-04 16:08:29, Drone ID: 2, Battery Level: 39%
Time: 2023-12-04 16:08:29, Drone ID: 3, Battery Level: 94%
Time: 2023-12-04 16:08:29, Drone ID: 4, Battery Level: 79%
Time: 2023-12-04 16:08:29, Drone ID: 5, Battery Level: 41%
Time: 2023-12-04 16:08:29, Drone ID: 6, Battery Level: 54%
Time: 2023-12-04 16:08:29, Drone ID: 7, Battery Level: 46%
Time: 2023-12-04 16:08:29, Drone ID: 8, Battery Level: 75%
Time: 2023-12-04 16:08:29, Drone ID: 9, Battery Level: 68%
Time: 2023-12-04 16:08:29, Drone ID: 10, Battery Level: 52%
Time: 2023-12-04 16:09:29, Drone ID: 1, Battery Level: 95%
Time: 2023-12-04 16:09:29, Drone ID: 2, Battery Level: 39%
Time: 2023-12-04 16:09:29, Drone ID: 3, Battery Level: 94%
Time: 2023-12-04 16:09:29, Drone ID: 4, Battery Level: 79%
Time: 2023-12-04 16:09:29, Drone ID: 5, Battery Level: 41%
Time: 2023-12-04 16:09:29, Drone ID: 6, Battery Level: 54%
Time: 2023-12-04 16:09:29, Drone ID: 7, Battery Level: 46%
Time: 2023-12-04 16:09:29, Drone ID: 8, Battery Level: 75%
Time: 2023-12-04 16:09:29, Drone ID: 9, Battery Level: 68%
Time: 2023-12-04 16:09:29, Drone ID: 10, Battery Level: 52%
Time: 2023-12-04 16:10:29, Drone ID: 1, Battery Level: 95%
Time: 2023-12-04 16:10:29, Drone ID: 2, Battery Level: 39%
Time: 2023-12-04 16:10:29, Drone ID: 3, Battery Level: 94%
Time: 2023-12-04 16:10:29, Drone ID: 4, Battery Level: 79%
Time: 2023-12-04 16:10:29, Drone ID: 5, Battery Level: 41%
Time: 2023-12-04 16:10:29, Drone ID: 6, Battery Level: 54%
Time: 2023-12-04 16:10:29, Drone ID: 7, Battery Level: 46%
Time: 2023-12-04 16:10:29, Drone ID: 8, Battery Level: 75%
Time: 2023-12-04 16:10:29, Drone ID: 9, Battery Level: 68%
Time: 2023-12-04 16:10:29, Drone ID: 10, Battery Level: 52%
Time: 2023-12-04 16:11:48, Drone ID: 1, Battery Level: 99%
Time: 2023-12-04 16:11:48, Drone ID: 2, Battery Level: 99%
Time: 2023-12-04 16:11:48, Drone ID: 3, Battery Level: 53%
Time: 2023-12-04 16:11:48, Drone ID: 4, Battery Level: 29%
Time: 2023-12-04 16:11:48, Drone ID: 5, Battery Level: 35%
Time: 2023-12-04 16:12:48, Drone ID: 1, Battery Level: 99%
Time: 2023-12-04 16:12:48, Drone ID: 2, Battery Level: 99%
Time: 2023-12-04 16:12:48, Drone ID: 3, Battery Level: 53%
Time: 2023-12-04 16:12:48, Drone ID: 4, Battery Level: 29%
Time: 2023-12-04 16:12:48, Drone ID: 5, Battery Level: 35%
Time: 2023-12-04 16:12:48, Drone ID: 6, Battery Level: 93%
Time: 2023-12-04 16:12:48, Drone ID: 7, Battery Level: 43%
Time: 2023-12-04 16:12:48, Drone ID: 8, Battery Level: 58%
Time: 2023-12-04 16:12:48, Drone ID: 9, Battery Level: 35%
Time: 2023-12-04 16:12:48, Drone ID: 10, Battery Level: 92%
Time: 2023-12-04 16:13:48, Drone ID: 1, Battery Level: 99%
Time: 2023-12-04 16:13:48, Drone ID: 2, Battery Level: 99%
Time: 2023-12-04 16:13:48, Drone ID: 3, Battery Level: 53%
Time: 2023-12-04 16:13:48, Drone ID: 4, Battery Level: 29%
Time: 2023-12-04 16:13:48, Drone ID: 5, Battery Level: 35%
Time: 2023-12-04 16:13:48, Drone ID: 6, Battery Level: 93%
Time: 2023-12-04 16:13:48, Drone ID: 7, Battery Level: 43%
Time: 2023-12-04 16:13:48, Drone ID: 8, Battery Level: 58%
Time: 2023-12-04 16:13:48, Drone ID: 9, Battery Level: 35%
Time: 2023-12-04 16:13:48, Drone ID: 10, Battery Level: 92%
Time: 2023-12-04 16:14:48, Drone ID: 1, Battery Level: 99%
Time: 2023-12-04 16:14:48, Drone ID: 2, Battery Level: 99%
Time: 2023-12-04 16:14:48, Drone ID: 3, Battery Level: 53%
Time: 2023-12-04 16:14:48, Drone ID: 4, Battery Level: 29%
Time: 2023-12-04 16:14:48, Drone ID: 5, Battery Level: 35%
Time: 2023-12-04 16:14:48, Drone ID: 6, Battery Level: 93%
Time: 2023-12-04 16:14:48, Drone ID: 7, Battery Level: 43%
Time: 2023-12-04 16:14:48, Drone ID: 8, Battery Level: 58%
Time: 2023-12-04 16:14:48, Drone ID: 9, Battery Level: 35%
Time: 2023-12-04 16:14:48, Drone ID: 10, Battery Level: 92%
Time: 2023-12-04 16:15:48, Drone ID: 1, Battery Level: 99%
Time: 2023-12-04 16:15:48, Drone ID: 2, Battery Level: 99%
Time: 2023-12-04 16:15:48, Drone ID: 3, Battery Level: 53%
Time: 2023-12-04 16:15:48, Drone ID: 4, Battery Level: 29%
Time: 2023-12-04 16:15:48, Drone ID: 5, Battery Level: 35%
Time: 2023-12-04 16:15:48, Drone ID: 6, Battery Level: 93%
Time: 2023-12-04 16:15:48, Drone ID: 7, Battery Level: 43%
Time: 2023-12-04 16:15:48, Drone ID: 8, Battery Level: 58%
Time: 2023-12-04 16:15:48, Drone ID: 9, Battery Level: 35%
Time: 2023-12-04 16:15:48, Drone ID: 10, Battery Level: 92%
Time: 2023-12-04 16:17:12, Drone ID: 1, Battery Level: 63%
Time: 2023-12-04 16:17:12, Drone ID: 2, Battery Level: 99%
Time: 2023-12-04 16:17:12, Drone ID: 3, Battery Level: 27%
Time: 2023-12-04 16:17:12, Drone ID: 4, Battery Level: 54%
Time: 2023-12-04 16:17:13, Drone ID: 5, Battery Level: 82%
Time: 2023-12-04 16:17:13, Drone ID: 6, Battery Level: 96%
Time: 2023-12-04 16:17:13, Drone ID: 7, Battery Level: 56%
Time: 2023-12-04 16:17:13, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 16:17:13, Drone ID: 9, Battery Level: 45%
Time: 2023-12-04 16:17:13, Drone ID: 10, Battery Level: 50%
Time: 2023-12-04 16:18:12, Drone ID: 1, Battery Level: 63%
Time: 2023-12-04 16:18:12, Drone ID: 2, Battery Level: 99%
Time: 2023-12-04 16:18:12, Drone ID: 3, Battery Level: 27%
Time: 2023-12-04 16:18:12, Drone ID: 4, Battery Level: 54%
Time: 2023-12-04 16:18:12, Drone ID: 5, Battery Level: 82%
Time: 2023-12-04 16:18:12, Drone ID: 6, Battery Level: 96%
Time: 2023-12-04 16:18:12, Drone ID: 7, Battery Level: 56%
Time: 2023-12-04 16:18:13, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 16:18:13, Drone ID: 9, Battery Level: 45%
Time: 2023-12-04 16:18:13, Drone ID: 10, Battery Level: 50%
Time: 2023-12-04 16:19:12, Drone ID: 1, Battery Level: 63%
Time: 2023-12-04 16:19:12, Drone ID: 2, Battery Level: 99%
Time: 2023-12-04 16:19:12, Drone ID: 3, Battery Level: 27%
Time: 2023-12-04 16:19:12, Drone ID: 4, Battery Level: 54%
Time: 2023-12-04 16:19:12, Drone ID: 5, Battery Level: 82%
Time: 2023-12-04 16:19:12, Drone ID: 6, Battery Level: 96%
Time: 2023-12-04 16:19:12, Drone ID: 7, Battery Level: 56%
Time: 2023-12-04 16:19:13, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 16:19:13, Drone ID: 9, Battery Level: 45%
Time: 2023-12-04 16:19:13, Drone ID: 10, Battery Level: 50%
Time: 2023-12-04 16:20:12, Drone ID: 1, Battery Level: 63%
Time: 2023-12-04 16:20:12, Drone ID: 2, Battery Level: 99%
Time: 2023-12-04 16:20:12, Drone ID: 3, Battery Level: 27%
Time: 2023-12-04 16:20:12, Drone ID: 4, Battery Level: 54%
Time: 2023-12-04 16:20:12, Drone ID: 5, Battery Level: 82%
Time: 2023-12-04 16:20:12, Drone ID: 6, Battery Level: 96%
Time: 2023-12-04 16:20:13, Drone ID: 7, Battery Level: 56%
Time: 2023-12-04 16:20:13, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 16:20:13, Drone ID: 9, Battery Level: 45%
Time: 2023-12-04 16:20:13, Drone ID: 10, Battery Level: 50%
Time: 2023-12-04 16:21:12, Drone ID: 1, Battery Level: 63%
Time: 2023-12-04 16:21:12, Drone ID: 2, Battery Level: 99%
Time: 2023-12-04 16:21:12, Drone ID: 3, Battery Level: 27%
Time: 2023-12-04 16:21:12, Drone ID: 4, Battery Level: 54%
Time: 2023-12-04 16:21:12, Drone ID: 5, Battery Level: 82%
Time: 2023-12-04 16:21:12, Drone ID: 6, Battery Level: 96%
Time: 2023-12-04 16:21:12, Drone ID: 7, Battery Level: 56%
Time: 2023-12-04 16:21:13, Drone ID: 8, Battery Level: 66%
Time: 2023-12-04 16:21:13, Drone ID: 9, Battery Level: 45%
Time: 2023-12-04 16:21:13, Drone ID: 10, Battery Level: 50%
Time: 2023-12-04 16:23:10, Drone ID: 1, Battery Level: 47%
Time: 2023-12-04 16:23:10, Drone ID: 2, Battery Level: 67%
Time: 2023-12-04 16:23:10, Drone ID: 3, Battery Level: 62%
Time: 2023-12-04 16:23:10, Drone ID: 4, Battery Level: 99%
Time: 2023-12-04 16:23:10, Drone ID: 5, Battery Level: 32%
Time: 2023-12-04 16:24:10, Drone ID: 1, Battery Level: 47%
Time: 2023-12-04 16:24:10, Drone ID: 2, Battery Level: 67%
Time: 2023-12-04 16:24:10, Drone ID: 3, Battery Level: 62%
Time: 2023-12-04 16:24:10, Drone ID: 4, Battery Level: 99%
Time: 2023-12-04 16:24:10, Drone ID: 5, Battery Level: 32%
Time: 2023-12-04 16:24:10, Drone ID: 6, Battery Level: 62%
Time: 2023-12-04 16:24:10, Drone ID: 7, Battery Level: 93%
Time: 2023-12-04 16:24:10, Drone ID: 8, Battery Level: 42%
Time: 2023-12-04 16:24:10, Drone ID: 9, Battery Level: 94%
Time: 2023-12-04 16:24:10, Drone ID: 10, Battery Level: 52%
Time: 2023-12-04 16:24:10, Drone ID: 21, Battery Level: 99%
Time: 2023-12-04 16:25:10, Drone ID: 1, Battery Level: 47%
Time: 2023-12-04 16:25:10, Drone ID: 2, Battery Level: 67%
Time: 2023-12-04 16:25:10, Drone ID: 3, Battery Level: 62%
Time: 2023-12-04 16:25:10, Drone ID: 4, Battery Level: 99%
Time: 2023-12-04 16:25:10, Drone ID: 5, Battery Level: 32%
Time: 2023-12-04 16:25:10, Drone ID: 6, Battery Level: 62%
Time: 2023-12-04 16:25:10, Drone ID: 7, Battery Level: 93%
Time: 2023-12-04 16:25:10, Drone ID: 8, Battery Level: 42%
Time: 2023-12-04 16:25:10, Drone ID: 9, Battery Level: 94%
Time: 2023-12-04 16:25:10, Drone ID: 10, Battery Level: 52%
Time: 2023-12-04 16:25:10, Drone ID: 21, Battery Level: 99%
Time: 2023-12-04 16:26:10, Drone ID: 1, Battery Level: 47%
Time: 2023-12-04 16:26:10, Drone ID: 2, Battery Level: 67%
Time: 2023-12-04 16:26:10, Drone ID: 3, Battery Level: 62%
Time: 2023-12-04 16:26:10, Drone ID: 4, Battery Level: 99%
Time: 2023-12-04 16:26:10, Drone ID: 5, Battery Level: 32%
Time: 2023-12-04 16:26:10, Drone ID: 6, Battery Level: 62%
Time: 2023-12-04 16:26:10, Drone ID: 7, Battery Level: 93%
Time: 2023-12-04 16:26:10, Drone ID: 8, Battery Level: 42%
Time: 2023-12-04 16:26:10, Drone ID: 9, Battery Level: 94%
Time: 2023-12-04 16:26:10, Drone ID: 10, Battery Level: 52%
Time: 2023-12-04 16:26:10, Drone ID: 21, Battery Level: 99%
Time: 2023-12-04 16:27:10, Drone ID: 1, Battery Level: 47%
Time: 2023-12-04 16:27:10, Drone ID: 2, Battery Level: 67%
Time: 2023-12-04 16:27:10, Drone ID: 3, Battery Level: 62%
Time: 2023-12-04 16:27:10, Drone ID: 4, Battery Level: 99%
Time: 2023-12-04 16:27:10, Drone ID: 5, Battery Level: 32%
Time: 2023-12-04 16:27:10, Drone ID: 6, Battery Level: 62%
Time: 2023-12-04 16:27:10, Drone ID: 7, Battery Level: 93%
Time: 2023-12-04 16:27:10, Drone ID: 8, Battery Level: 42%
Time: 2023-12-04 16:27:10, Drone ID: 9, Battery Level: 94%
Time: 2023-12-04 16:27:10, Drone ID: 10, Battery Level: 52%
Time: 2023-12-04 16:27:10, Drone ID: 21, Battery Level: 99%
Time: 2023-12-04 16:28:10, Drone ID: 1, Battery Level: 47%
Time: 2023-12-04 16:28:10, Drone ID: 2, Battery Level: 67%
Time: 2023-12-04 16:28:10, Drone ID: 3, Battery Level: 62%
Time: 2023-12-04 16:28:10, Drone ID: 4, Battery Level: 99%
Time: 2023-12-04 16:28:10, Drone ID: 5, Battery Level: 32%
Time: 2023-12-04 16:28:10, Drone ID: 6, Battery Level: 62%
Time: 2023-12-04 16:28:10, Drone ID: 7, Battery Level: 93%
Time: 2023-12-04 16:28:10, Drone ID: 8, Battery Level: 42%
Time: 2023-12-04 16:28:10, Drone ID: 9, Battery Level: 94%
Time: 2023-12-04 16:28:10, Drone ID: 10, Battery Level: 52%
Time: 2023-12-04 16:28:10, Drone ID: 21, Battery Level: 99%
Time: 2023-12-04 16:29:10, Drone ID: 1, Battery Level: 47%
Time: 2023-12-04 16:29:10, Drone ID: 2, Battery Level: 67%
Time: 2023-12-04 16:29:10, Drone ID: 3, Battery Level: 62%
Time: 2023-12-04 16:29:10, Drone ID: 4, Battery Level: 99%
Time: 2023-12-04 16:29:10, Drone ID: 5, Battery Level: 32%
Time: 2023-12-04 16:29:10, Drone ID: 6, Battery Level: 62%
Time: 2023-12-04 16:29:10, Drone ID: 7, Battery Level: 93%
Time: 2023-12-04 16:29:10, Drone ID: 8, Battery Level: 42%
Time: 2023-12-04 16:29:10, Drone ID: 9, Battery Level: 94%
Time: 2023-12-04 16:29:10, Drone ID: 10, Battery Level: 52%
Time: 2023-12-04 16:29:10, Drone ID: 21, Battery Level: 99%
Time: 2023-12-04 16:30:10, Drone ID: 1, Battery Level: 47%
Time: 2023-12-04 16:30:10, Drone ID: 2, Battery Level: 67%
Time: 2023-12-04 16:30:10, Drone ID: 3, Battery Level: 62%
Time: 2023-12-04 16:30:10, Drone ID: 4, Battery Level: 99%
Time: 2023-12-04 16:30:10, Drone ID: 5, Battery Level: 32%
Time: 2023-12-04 16:30:10, Drone ID: 6, Battery Level: 62%
Time: 2023-12-04 16:30:10, Drone ID: 7, Battery Level: 93%
Time: 2023-12-04 16:30:10, Drone ID: 8, Battery Level: 42%
Time: 2023-12-04 16:30:10, Drone ID: 9, Battery Level: 94%
Time: 2023-12-04 16:30:10, Drone ID: 10, Battery Level: 52%
Time: 2023-12-04 16:30:10, Drone ID: 21, Battery Level: 99%
Time: 2023-12-04 16:31:10, Drone ID: 1, Battery Level: 47%
Time: 2023-12-04 16:31:10, Drone ID: 2, Battery Level: 67%
Time: 2023-12-04 16:31:10, Drone ID: 3, Battery Level: 62%
Time: 2023-12-04 16:31:10, Drone ID: 4, Battery Level: 99%
Time: 2023-12-04 16:31:10, Drone ID: 5, Battery Level: 32%
Time: 2023-12-04 16:31:10, Drone ID: 6, Battery Level: 62%
Time: 2023-12-04 16:31:10, Drone ID: 7, Battery Level: 93%
Time: 2023-12-04 16:31:10, Drone ID: 8, Battery Level: 42%
Time: 2023-12-04 16:31:10, Drone ID: 9, Battery Level: 94%
Time: 2023-12-04 16:31:10, Drone ID: 10, Battery Level: 52%
Time: 2023-12-04 16:31:10, Drone ID: 21, Battery Level: 99%
Time: 2023-12-04 16:32:10, Drone ID: 1, Battery Level: 47%
Time: 2023-12-04 16:32:10, Drone ID: 2, Battery Level: 67%
Time: 2023-12-04 16:32:10, Drone ID: 3, Battery Level: 62%
Time: 2023-12-04 16:32:10, Drone ID: 4, Battery Level: 99%
Time: 2023-12-04 16:32:10, Drone ID: 5, Battery Level: 32%
Time: 2023-12-04 16:32:10, Drone ID: 6, Battery Level: 62%
Time: 2023-12-04 16:32:10, Drone ID: 7, Battery Level: 93%
Time: 2023-12-04 16:32:10, Drone ID: 8, Battery Level: 42%
Time: 2023-12-04 16:32:10, Drone ID: 9, Battery Level: 94%
Time: 2023-12-04 16:32:10, Drone ID: 10, Battery Level: 52%
Time: 2023-12-04 16:32:10, Drone ID: 21, Battery Level: 99%
Time: 2023-12-04 16:33:10, Drone ID: 1, Battery Level: 47%
Time: 2023-12-04 16:33:10, Drone ID: 2, Battery Level: 67%
Time: 2023-12-04 16:33:10, Drone ID: 3, Battery Level: 62%
Time: 2023-12-04 16:33:10, Drone ID: 4, Battery Level: 99%
Time: 2023-12-04 16:33:10, Drone ID: 5, Battery Level: 32%
Time: 2023-12-04 16:33:10, Drone ID: 6, Battery Level: 62%
Time: 2023-12-04 16:33:10, Drone ID: 7, Battery Level: 93%
Time: 2023-12-04 16:33:10, Drone ID: 8, Battery Level: 42%
Time: 2023-12-04 16:33:10, Drone ID: 9, Battery Level: 94%
Time: 2023-12-04 16:33:10, Drone ID: 10, Battery Level: 52%
Time: 2023-12-04 16:33:10, Drone ID: 21, Battery Level: 99%
Time: 2023-12-04 16:34:10, Drone ID: 1, Battery Level: 47%
Time: 2023-12-04 16:34:10, Drone ID: 2, Battery Level: 67%
Time: 2023-12-04 16:34:10, Drone ID: 3, Battery Level: 62%
Time: 2023-12-04 16:34:10, Drone ID: 4, Battery Level: 99%
Time: 2023-12-04 16:34:10, Drone ID: 5, Battery Level: 32%
Time: 2023-12-04 16:34:10, Drone ID: 6, Battery Level: 62%
Time: 2023-12-04 16:34:10, Drone ID: 7, Battery Level: 93%
Time: 2023-12-04 16:34:10, Drone ID: 8, Battery Level: 42%
Time: 2023-12-04 16:34:10, Drone ID: 9, Battery Level: 94%
Time: 2023-12-04 16:34:10, Drone ID: 10, Battery Level: 52%
Time: 2023-12-04 16:34:10, Drone ID: 21, Battery Level: 99%
Time: 2023-12-04 16:35:10, Drone ID: 1, Battery Level: 47%
Time: 2023-12-04 16:35:10, Drone ID: 2, Battery Level: 67%
Time: 2023-12-04 16:35:10, Drone ID: 3, Battery Level: 62%
Time: 2023-12-04 16:35:10, Drone ID: 4, Battery Level: 99%
Time: 2023-12-04 16:35:10, Drone ID: 5, Battery Level: 32%
Time: 2023-12-04 16:35:10, Drone ID: 6, Battery Level: 62%
Time: 2023-12-04 16:35:10, Drone ID: 7, Battery Level: 93%
Time: 2023-12-04 16:35:10, Drone ID: 8, Battery Level: 42%
Time: 2023-12-04 16:35:10, Drone ID: 9, Battery Level: 94%
Time: 2023-12-04 16:35:10, Drone ID: 10, Battery Level: 52%
Time: 2023-12-04 16:35:10, Drone ID: 21, Battery Level: 99%
Time: 2023-12-04 16:36:10, Drone ID: 1, Battery Level: 47%
Time: 2023-12-04 16:36:10, Drone ID: 2, Battery Level: 67%
Time: 2023-12-04 16:36:10, Drone ID: 3, Battery Level: 62%
Time: 2023-12-04 16:36:10, Drone ID: 4, Battery Level: 99%
Time: 2023-12-04 16:36:10, Drone ID: 5, Battery Level: 32%
Time: 2023-12-04 16:36:10, Drone ID: 6, Battery Level: 62%
Time: 2023-12-04 16:36:10, Drone ID: 7, Battery Level: 93%
Time: 2023-12-04 16:36:10, Drone ID: 8, Battery Level: 42%
Time: 2023-12-04 16:36:10, Drone ID: 9, Battery Level: 94%
Time: 2023-12-04 16:36:10, Drone ID: 10, Battery Level: 52%
Time: 2023-12-04 16:36:10, Drone ID: 21, Battery Level: 99%
Time: 2023-12-04 16:37:10, Drone ID: 1, Battery Level: 47%
Time: 2023-12-04 16:37:10, Drone ID: 2, Battery Level: 67%
Time: 2023-12-04 16:37:10, Drone ID: 3, Battery Level: 62%
Time: 2023-12-04 16:37:10, Drone ID: 4, Battery Level: 99%
Time: 2023-12-04 16:37:10, Drone ID: 5, Battery Level: 32%
Time: 2023-12-04 16:37:10, Drone ID: 6, Battery Level: 62%
Time: 2023-12-04 16:37:10, Drone ID: 7, Battery Level: 93%
Time: 2023-12-04 16:37:10, Drone ID: 8, Battery Level: 42%
Time: 2023-12-04 16:37:10, Drone ID: 9, Battery Level: 94%
Time: 2023-12-04 16:37:10, Drone ID: 10, Battery Level: 52%
Time: 2023-12-04 16:37:10, Drone ID: 21, Battery Level: 99%
Time: 2023-12-04 16:38:10, Drone ID: 1, Battery Level: 47%
Time: 2023-12-04 16:38:10, Drone ID: 2, Battery Level: 67%
Time: 2023-12-04 16:38:10, Drone ID: 3, Battery Level: 62%
Time: 2023-12-04 16:38:10, Drone ID: 4, Battery Level: 99%
Time: 2023-12-04 16:38:10, Drone ID: 5, Battery Level: 32%
Time: 2023-12-04 16:38:10, Drone ID: 6, Battery Level: 62%
Time: 2023-12-04 16:38:10, Drone ID: 7, Battery Level: 93%
Time: 2023-12-04 16:38:10, Drone ID: 8, Battery Level: 42%
Time: 2023-12-04 16:38:10, Drone ID: 9, Battery Level: 94%
Time: 2023-12-04 16:38:10, Drone ID: 10, Battery Level: 52%
Time: 2023-12-04 16:38:10, Drone ID: 21, Battery Level: 99%
Time: 2023-12-04 16:39:10, Drone ID: 1, Battery Level: 47%
Time: 2023-12-04 16:39:10, Drone ID: 2, Battery Level: 67%
Time: 2023-12-04 16:39:10, Drone ID: 3, Battery Level: 62%
Time: 2023-12-04 16:39:10, Drone ID: 4, Battery Level: 99%
Time: 2023-12-04 16:39:10, Drone ID: 5, Battery Level: 32%
Time: 2023-12-04 16:39:10, Drone ID: 6, Battery Level: 62%
Time: 2023-12-04 16:39:10, Drone ID: 7, Battery Level: 93%
Time: 2023-12-04 16:39:10, Drone ID: 8, Battery Level: 42%
Time: 2023-12-04 16:39:10, Drone ID: 9, Battery Level: 94%
Time: 2023-12-04 16:39:10, Drone ID: 10, Battery Level: 52%
Time: 2023-12-04 16:39:11, Drone ID: 21, Battery Level: 99%
Time: 2023-12-04 16:40:10, Drone ID: 1, Battery Level: 47%
Time: 2023-12-04 16:40:10, Drone ID: 2, Battery Level: 67%
Time: 2023-12-04 16:40:10, Drone ID: 3, Battery Level: 62%
Time: 2023-12-04 16:40:10, Drone ID: 4, Battery Level: 99%
Time: 2023-12-04 16:40:10, Drone ID: 5, Battery Level: 32%
Time: 2023-12-04 16:40:10, Drone ID: 6, Battery Level: 62%
Time: 2023-12-04 16:40:10, Drone ID: 7, Battery Level: 93%
Time: 2023-12-04 16:40:10, Drone ID: 8, Battery Level: 42%
Time: 2023-12-04 16:40:10, Drone ID: 9, Battery Level: 94%
Time: 2023-12-04 16:40:10, Drone ID: 10, Battery Level: 52%
Time: 2023-12-04 16:40:10, Drone ID: 21, Battery Level: 99%
Time: 2023-12-04 16:41:10, Drone ID: 1, Battery Level: 47%
Time: 2023-12-04 16:41:10, Drone ID: 2, Battery Level: 67%
Time: 2023-12-04 16:41:10, Drone ID: 3, Battery Level: 62%
Time: 2023-12-04 16:41:10, Drone ID: 4, Battery Level: 99%
Time: 2023-12-04 16:41:10, Drone ID: 5, Battery Level: 32%
Time: 2023-12-04 16:41:10, Drone ID: 6, Battery Level: 62%
Time: 2023-12-04 16:41:10, Drone ID: 7, Battery Level: 93%
Time: 2023-12-04 16:41:10, Drone ID: 8, Battery Level: 42%
Time: 2023-12-04 16:41:10, Drone ID: 9, Battery Level: 94%
Time: 2023-12-04 16:41:10, Drone ID: 10, Battery Level: 52%
Time: 2023-12-04 16:41:10, Drone ID: 21, Battery Level: 99%
Time: 2023-12-04 16:42:10, Drone ID: 1, Battery Level: 47%
Time: 2023-12-04 16:42:10, Drone ID: 2, Battery Level: 67%
Time: 2023-12-04 16:42:10, Drone ID: 3, Battery Level: 62%
Time: 2023-12-04 16:42:10, Drone ID: 4, Battery Level: 99%
Time: 2023-12-04 16:42:10, Drone ID: 5, Battery Level: 32%
Time: 2023-12-04 16:42:10, Drone ID: 6, Battery Level: 62%
Time: 2023-12-04 16:42:10, Drone ID: 7, Battery Level: 93%
Time: 2023-12-04 16:42:10, Drone ID: 8, Battery Level: 42%
Time: 2023-12-04 16:42:10, Drone ID: 9, Battery Level: 94%
Time: 2023-12-04 16:42:10, Drone ID: 10, Battery Level: 52%
Time: 2023-12-04 16:42:10, Drone ID: 21, Battery Level: 99%
Time: 2023-12-04 16:43:10, Drone ID: 1, Battery Level: 47%
Time: 2023-12-04 16:43:10, Drone ID: 2, Battery Level: 67%
Time: 2023-12-04 16:43:10, Drone ID: 3, Battery Level: 62%
Time: 2023-12-04 16:43:10, Drone ID: 4, Battery Level: 99%
Time: 2023-12-04 16:43:10, Drone ID: 5, Battery Level: 32%
Time: 2023-12-04 16:43:10, Drone ID: 6, Battery Level: 62%
Time: 2023-12-04 16:43:10, Drone ID: 7, Battery Level: 93%
Time: 2023-12-04 16:43:10, Drone ID: 8, Battery Level: 42%
Time: 2023-12-04 16:43:10, Drone ID: 9, Battery Level: 94%
Time: 2023-12-04 16:43:10, Drone ID: 10, Battery Level: 52%
Time: 2023-12-04 16:43:10, Drone ID: 21, Battery Level: 99%
Time: 2023-12-04 16:44:10, Drone ID: 1, Battery Level: 47%
Time: 2023-12-04 16:44:10, Drone ID: 2, Battery Level: 67%
Time: 2023-12-04 16:44:10, Drone ID: 3, Battery Level: 62%
Time: 2023-12-04 16:44:10, Drone ID: 4, Battery Level: 99%
Time: 2023-12-04 16:44:10, Drone ID: 5, Battery Level: 32%
Time: 2023-12-04 16:44:10, Drone ID: 6, Battery Level: 62%
Time: 2023-12-04 16:44:10, Drone ID: 7, Battery Level: 93%
Time: 2023-12-04 16:44:10, Drone ID: 8, Battery Level: 42%
